epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,12443.9,0.12894,0.09943,0.76475,0.89071,0.80313,0.84784,0.61678,1.48045,1.26736,1.12964,4.58597e-05,4.58597e-05,4.58597e-05
181,12510.6,0.13055,0.09986,0.76743,0.89038,0.80409,0.84809,0.61735,1.47892,1.26558,1.12976,4.27838e-05,4.27838e-05,4.27838e-05
182,12577.8,0.12587,0.09776,0.76684,0.88849,0.80613,0.84809,0.618,1.48013,1.26998,1.13025,3.98531e-05,3.98531e-05,3.98531e-05
183,12644.5,0.12672,0.09816,0.76648,0.88715,0.80642,0.84818,0.61536,1.48138,1.27142,1.13169,3.70683e-05,3.70683e-05,3.70683e-05
184,12712.6,0.12661,0.09791,0.76613,0.88783,0.80565,0.84577,0.61585,1.47972,1.27285,1.12979,3.44301e-05,3.44301e-05,3.44301e-05
185,12779.7,0.12722,0.09836,0.76676,0.88731,0.80609,0.84804,0.61719,1.47921,1.2674,1.12952,3.19392e-05,3.19392e-05,3.19392e-05
186,12847.1,0.12737,0.09777,0.76734,0.88845,0.80444,0.84798,0.61677,1.48048,1.2733,1.12973,2.95961e-05,2.95961e-05,2.95961e-05
187,12914.1,0.12641,0.09754,0.76715,0.89116,0.80345,0.84652,0.61894,1.47957,1.27521,1.12989,2.74015e-05,2.74015e-05,2.74015e-05
188,12981.5,0.12553,0.09734,0.76526,0.89068,0.80246,0.84637,0.61486,1.48063,1.27305,1.13048,2.53559e-05,2.53559e-05,2.53559e-05
189,13048.9,0.12764,0.0982,0.76637,0.88943,0.80269,0.84772,0.61531,1.48158,1.27218,1.13061,2.34598e-05,2.34598e-05,2.34598e-05
190,13116,0.12735,0.09753,0.76694,0.88981,0.80314,0.84463,0.61362,1.48178,1.27631,1.13108,2.17136e-05,2.17136e-05,2.17136e-05
191,13182.9,0.12672,0.09752,0.76692,0.88951,0.80302,0.84621,0.61491,1.48116,1.27707,1.13011,2.01178e-05,2.01178e-05,2.01178e-05
192,13250.3,0.12832,0.09856,0.76601,0.88938,0.80369,0.84769,0.61725,1.48078,1.27454,1.13068,1.86729e-05,1.86729e-05,1.86729e-05
193,13317.1,0.12547,0.09781,0.76518,0.88857,0.8054,0.84798,0.61888,1.48046,1.27284,1.13071,1.7379e-05,1.7379e-05,1.7379e-05
194,13384.4,0.12648,0.09779,0.76621,0.89025,0.80255,0.84636,0.61624,1.48062,1.27199,1.13044,1.62367e-05,1.62367e-05,1.62367e-05
195,13451.7,0.12682,0.09805,0.7665,0.8567,0.82143,0.84677,0.61489,1.48068,1.27295,1.13018,1.5246e-05,1.5246e-05,1.5246e-05
196,13518.9,0.12712,0.0981,0.76559,0.85653,0.82129,0.8451,0.61562,1.47991,1.27427,1.13038,1.44074e-05,1.44074e-05,1.44074e-05
197,13586.4,0.12569,0.09699,0.76669,0.85639,0.82103,0.84502,0.61657,1.47978,1.27307,1.13004,1.3721e-05,1.3721e-05,1.3721e-05
198,13653.6,0.12778,0.0985,0.76698,0.85662,0.82151,0.8451,0.61669,1.48011,1.2746,1.13034,1.31869e-05,1.31869e-05,1.31869e-05
199,13720.7,0.1256,0.09758,0.76658,0.88944,0.8033,0.84613,0.6172,1.47977,1.27289,1.1302,1.28053e-05,1.28053e-05,1.28053e-05
200,13787.9,0.12445,0.09661,0.76729,0.85727,0.81977,0.84487,0.61482,1.48033,1.27445,1.13036,1.25763e-05,1.25763e-05,1.25763e-05
